T1,T2,Field,NLP PhD 1,Other PhD 1,NLP PhD student 1,NLP PhD student 2,NLP PhD student 3,AI PhD student 1,MS student 1,MS student 2
179,85,T1 Help Understand T2,1,2,,1,,,,
179,85,T1 Topic Coherence,2,2,1,2,,,1,1
179,85,T2 Help Understand T1,1,2,,2,,,,
179,85,T2 Topic Coherence,3,3,3,3,3,3,3,3
182,271,Similarity,1,,2,2,2,,1,2
182,271,T1 Help Understand T2,1,,1,1,1,,1,1
182,271,T1 Topic Coherence,2,3,2,2,3,1,2,2
182,271,T2 Help Understand T1,1,,2,2,2,,1,2
182,271,T2 Topic Coherence,3,3,2,3,3,3,3,3
186,56,Similarity,3,3,3,2,3,3,,3
186,56,T1 Help Understand T2,,3,2,1,3,3,,1
186,56,T1 Topic Coherence,3,3,2,2,3,2,1,2
186,56,T2 Help Understand T1,,3,3,2,2,3,,3
186,56,T2 Topic Coherence,2,3,3,2,3,3,3,2
187,127,Similarity,,2,3,,,,,2
187,127,T1 Help Understand T2,,,3,,,,,2
187,127,T1 Topic Coherence,,3,3,2,,,3,2
187,127,T2 Help Understand T1,,,2,,,,,1
187,127,T2 Topic Coherence,2,2,3,2,2,1,1,2
187,158,Similarity,,3,,,3,,2,2
187,158,T1 Help Understand T2,,2,,,3,,1,
187,158,T1 Topic Coherence,,3,2,,3,,3,2
187,158,T2 Help Understand T1,,2,,,3,,2,3
187,158,T2 Topic Coherence,3,3,3,2,3,,2,
189,158,Similarity,,,2,,3,2,2,2
189,158,T1 Help Understand T2,3,,1,,2,,1,1
189,158,T1 Topic Coherence,3,3,3,1,3,2,2,3
189,158,T2 Help Understand T1,2,,2,,3,,3,3
189,158,T2 Topic Coherence,3,3,3,1,3,3,2,3
189,214,Similarity,,,,,,,,2
189,214,T1 Help Understand T2,,,,,,,,2
189,214,T1 Topic Coherence,3,3,2,2,3,2,2,3
189,214,T2 Help Understand T1,,,,,,,,1
189,214,T2 Topic Coherence,1,2,,1,,1,1,2
189,232,Similarity,3,3,3,,3,3,2,2
189,232,T1 Help Understand T2,2,3,3,,3,2,1,1
189,232,T1 Topic Coherence,3,3,3,1,3,3,2,2
189,232,T2 Help Understand T1,2,3,3,,3,2,2,3
189,232,T2 Topic Coherence,3,3,3,3,3,3,3,3
189,242,Similarity,,,,,,,,2
189,242,T1 Help Understand T2,,,,,,,,1
189,242,T1 Topic Coherence,3,3,2,1,2,2,2,3
189,242,T2 Help Understand T1,,,,,,,,2
189,242,T2 Topic Coherence,,,,1,,,1,2
189,256,Similarity,3,3,2,2,3,3,3,3
189,256,T1 Help Understand T2,3,3,2,2,3,3,3,3
189,256,T1 Topic Coherence,3,3,2,2,3,2,2,3
189,256,T2 Help Understand T1,3,3,1,2,3,3,3,1
189,256,T2 Topic Coherence,3,3,3,2,3,3,2,3
190,271,Similarity,2,,,,3,,,3
190,271,T1 Help Understand T2,1,,,,3,,,2
190,271,T1 Topic Coherence,3,3,,,3,2,1,2
190,271,T2 Help Understand T1,1,,,,3,,,3
190,271,T2 Topic Coherence,3,3,3,3,3,3,3,3
192,160,Similarity,3,3,2,2,3,1,1,2
192,160,T1 Help Understand T2,1,1,2,1,2,1,1,1
192,160,T1 Topic Coherence,3,3,3,2,3,2,3,3
192,160,T2 Help Understand T1,3,3,1,2,3,1,1,3
192,160,T2 Topic Coherence,3,3,2,2,3,3,3,3
192,169,Similarity,2,3,2,2,3,3,1,2
192,169,T1 Help Understand T2,2,1,1,1,2,2,1,1
192,169,T1 Topic Coherence,3,3,3,3,3,2,3,3
192,169,T2 Help Understand T1,2,3,2,2,3,2,1,2
192,169,T2 Topic Coherence,3,3,2,2,3,3,3,2
192,235,Similarity,3,3,3,3,3,,3,3
192,235,T1 Help Understand T2,1,2,3,3,3,,3,3
192,235,T1 Topic Coherence,3,2,3,3,3,1,3,3
192,235,T2 Help Understand T1,2,2,2,3,3,,3,2
192,235,T2 Topic Coherence,2,2,3,3,3,1,2,3
194,288,Similarity,1,,,,3,2,1,
194,288,T1 Help Understand T2,1,,,,2,2,1,
194,288,T1 Topic Coherence,3,3,2,2,3,3,3,3
194,288,T2 Help Understand T1,1,,,,3,3,1,
194,288,T2 Topic Coherence,2,1,1,1,2,2,1,
195,242,Similarity,,,,2,,,,2
195,242,T1 Help Understand T2,,,,2,,,,1
195,242,T1 Topic Coherence,2,1,2,2,,,,3
195,242,T2 Help Understand T1,,,,2,,,,3
195,242,T2 Topic Coherence,,2,,2,,,,2
195,263,Similarity,,,,,1,,,2
195,263,T1 Help Understand T2,,,,,,,,1
195,263,T1 Topic Coherence,2,2,,2,2,,1,3
195,263,T2 Help Understand T1,,,,,,,,2
195,263,T2 Topic Coherence,,,,,2,,2,2
199,2,Similarity,,2,,,,,,2
199,2,T1 Help Understand T2,,1,,,,,,2
199,2,T1 Topic Coherence,,,1,1,,,1,2
199,2,T2 Help Understand T1,,2,,,,,,1
199,2,T2 Topic Coherence,3,3,3,3,3,3,3,3
201,229,Similarity,3,3,,,,,,1
201,229,T1 Help Understand T2,2,1,,,,,,
201,229,T1 Topic Coherence,2,2,1,1,1,1,1,2
201,229,T2 Help Understand T1,2,2,,,,,,
201,229,T2 Topic Coherence,3,3,2,3,2,2,2,3
202,177,Similarity,3,2,3,3,3,,,3
202,177,T1 Help Understand T2,3,3,3,3,3,,,3
202,177,T1 Topic Coherence,3,3,3,3,3,3,1,3
202,177,T2 Help Understand T1,1,2,2,2,3,,,1
202,177,T2 Topic Coherence,3,2,3,3,3,1,3,3
203,189,Similarity,3,2,2,2,3,3,,
203,189,T1 Help Understand T2,2,3,2,1,3,2,,
203,189,T1 Topic Coherence,3,3,2,2,3,3,2,
203,189,T2 Help Understand T1,3,2,1,2,3,2,,
203,189,T2 Topic Coherence,3,3,2,3,3,2,1,
203,256,Similarity,3,2,2,2,3,3,,2
203,256,T1 Help Understand T2,1,2,2,2,2,2,,2
203,256,T1 Topic Coherence,3,2,3,2,3,3,1,3
203,256,T2 Help Understand T1,2,2,1,2,2,2,,3
203,256,T2 Topic Coherence,3,3,3,2,3,3,1,2
210,82,Similarity,3,3,2,3,2,3,,3
210,82,T1 Help Understand T2,3,3,2,3,2,3,,3
210,82,T1 Topic Coherence,3,3,3,3,3,3,1,2
210,82,T2 Help Understand T1,1,2,1,2,2,2,,1
210,82,T2 Topic Coherence,3,3,3,2,3,3,3,3
210,188,Similarity,3,2,3,2,2,,2,3
210,188,T1 Help Understand T2,3,,3,2,3,,3,2
210,188,T1 Topic Coherence,2,3,3,3,3,3,2,3
210,188,T2 Help Understand T1,2,,2,2,2,,2,2
210,188,T2 Topic Coherence,2,2,2,2,2,,2,2
211,166,Similarity,2,2,3,2,,,1,2
211,166,T1 Help Understand T2,1,1,3,2,,,1,1
211,166,T1 Topic Coherence,2,3,2,2,1,1,2,3
211,166,T2 Help Understand T1,1,1,2,2,,,1,2
211,166,T2 Topic Coherence,3,3,2,2,2,1,2,2
212,206,Similarity,3,3,,3,3,3,,2
212,206,T1 Help Understand T2,1,2,,3,2,3,,2
212,206,T1 Topic Coherence,3,3,3,3,3,3,1,2
212,206,T2 Help Understand T1,2,3,,3,3,3,,1
212,206,T2 Topic Coherence,3,3,,3,3,3,2,2
212,256,Similarity,3,,2,2,3,,,3
212,256,T1 Help Understand T2,1,,2,1,2,,,1
212,256,T1 Topic Coherence,2,3,3,2,3,,1,3
212,256,T2 Help Understand T1,3,,1,2,2,,,3
212,256,T2 Topic Coherence,3,3,3,2,3,3,1,3
212,266,Similarity,3,3,2,2,1,2,2,2
212,266,T1 Help Understand T2,2,2,2,2,,1,2,2
212,266,T1 Topic Coherence,3,3,3,2,3,3,2,3
212,266,T2 Help Understand T1,2,2,2,2,,1,2,1
212,266,T2 Topic Coherence,3,3,2,2,3,3,2,3
222,32,Similarity,,,3,,,,,2
222,32,T1 Help Understand T2,,,3,,,,,1
222,32,T1 Topic Coherence,3,3,3,3,3,3,3,3
222,32,T2 Help Understand T1,,,2,,,,,2
222,32,T2 Topic Coherence,,2,2,1,,,1,2
226,56,Similarity,3,3,3,3,3,3,1,2
226,56,T1 Help Understand T2,2,2,1,3,3,1,1,1
226,56,T1 Topic Coherence,3,3,3,2,3,2,2,3
226,56,T2 Help Understand T1,2,3,3,3,3,3,1,2
226,56,T2 Topic Coherence,3,3,3,2,3,3,3,2
228,97,Similarity,1,,3,,,,2,2
228,97,T1 Help Understand T2,2,,3,,,,2,2
228,97,T1 Topic Coherence,2,,2,1,1,1,2,3
228,97,T2 Help Understand T1,1,,1,,,,1,1
228,97,T2 Topic Coherence,2,3,2,2,3,3,3,3
229,155,Similarity,2,2,2,3,3,3,2,2
229,155,T1 Help Understand T2,1,1,1,2,3,2,1,1
229,155,T1 Topic Coherence,3,3,3,3,3,3,3,3
229,155,T2 Help Understand T1,1,2,3,2,3,3,3,2
229,155,T2 Topic Coherence,3,3,3,3,3,3,2,2
229,292,Similarity,1,,2,2,3,3,2,2
229,292,T1 Help Understand T2,1,,1,1,2,1,1,2
229,292,T1 Topic Coherence,3,3,3,3,3,3,3,3
229,292,T2 Help Understand T1,1,,2,2,3,3,2,1
229,292,T2 Topic Coherence,3,2,3,2,3,3,3,2
232,7,Similarity,3,1,2,1,2,2,1,2
232,7,T1 Help Understand T2,1,,2,1,2,2,1,2
232,7,T1 Topic Coherence,3,3,3,2,3,3,3,3
232,7,T2 Help Understand T1,1,,2,1,2,2,1,1
232,7,T2 Topic Coherence,3,3,3,2,3,3,3,3
234,250,Similarity,3,3,3,3,3,3,3,2
234,250,T1 Help Understand T2,3,2,2,3,3,2,3,2
234,250,T1 Topic Coherence,3,3,3,3,3,3,3,2
234,250,T2 Help Understand T1,3,3,3,2,3,2,3,1
234,250,T2 Topic Coherence,3,2,3,3,3,2,2,3
235,271,Similarity,1,2,1,1,2,,1,2
235,271,T1 Help Understand T2,1,1,1,1,1,,1,1
235,271,T1 Topic Coherence,3,3,3,2,2,1,2,2
235,271,T2 Help Understand T1,1,2,1,1,2,,1,2
235,271,T2 Topic Coherence,3,3,3,3,3,3,3,3
235,299,Similarity,1,2,,,,,1,
235,299,T1 Help Understand T2,1,1,,,,,1,
235,299,T1 Topic Coherence,3,2,2,2,3,2,3,2
235,299,T2 Help Understand T1,1,2,,,,,1,
235,299,T2 Topic Coherence,2,2,1,1,1,1,3,1
237,1,Similarity,3,2,,,2,2,2,3
237,1,T1 Help Understand T2,1,2,,,2,1,2,3
237,1,T1 Topic Coherence,2,2,1,1,2,2,2,3
237,1,T2 Help Understand T1,1,1,,,2,1,2,1
237,1,T2 Topic Coherence,3,2,2,1,3,2,3,3
237,123,Similarity,2,2,,,,2,,3
237,123,T1 Help Understand T2,1,2,,,,1,,1
237,123,T1 Topic Coherence,3,2,1,1,1,2,2,2
237,123,T2 Help Understand T1,2,1,,,,3,,3
237,123,T2 Topic Coherence,3,2,3,3,3,3,3,2
238,211,Similarity,2,3,,,2,,,2
238,211,T1 Help Understand T2,2,3,,,2,,,3
238,211,T1 Topic Coherence,3,3,1,2,2,2,1,2
238,211,T2 Help Understand T1,1,1,,,2,,,2
238,211,T2 Topic Coherence,2,3,2,1,2,1,2,2
242,2,Similarity,,,,,,,,2
242,2,T1 Help Understand T2,,,,,,,,2
242,2,T1 Topic Coherence,,3,,,,1,1,2
242,2,T2 Help Understand T1,,,,,,,,1
242,2,T2 Topic Coherence,3,2,3,3,3,3,2,3
243,285,Similarity,,2,3,,2,,3,3
243,285,T1 Help Understand T2,,2,2,,3,,3,1
243,285,T1 Topic Coherence,,2,3,,3,,3,2
243,285,T2 Help Understand T1,,2,3,,3,,3,2
243,285,T2 Topic Coherence,2,2,3,2,3,3,3,3
244,229,Similarity,2,,,,1,,2,3
244,229,T1 Help Understand T2,1,,,,,,3,1
244,229,T1 Topic Coherence,3,1,1,1,2,1,2,3
244,229,T2 Help Understand T1,1,,,,,,2,1
244,229,T2 Topic Coherence,3,2,3,3,2,3,3,3
245,43,Similarity,,,,,3,,,2
245,43,T1 Help Understand T2,,,,,2,,,2
245,43,T1 Topic Coherence,,,1,1,2,1,1,2
245,43,T2 Help Understand T1,,,,,3,,,1
245,43,T2 Topic Coherence,3,3,3,3,3,3,1,3
245,287,Similarity,,,,2,,,,2
245,287,T1 Help Understand T2,,,,2,,,,1
245,287,T1 Topic Coherence,,3,1,2,,1,1,2
245,287,T2 Help Understand T1,,,,2,,,,2
245,287,T2 Topic Coherence,3,3,3,2,3,3,2,3
247,238,Similarity,3,3,2,3,2,,2,2
247,238,T1 Help Understand T2,3,3,2,3,2,,1,1
247,238,T1 Topic Coherence,3,3,3,3,3,3,3,3
247,238,T2 Help Understand T1,3,3,1,3,2,,2,3
247,238,T2 Topic Coherence,3,2,2,2,2,1,2,3
248,112,Similarity,2,3,2,2,3,2,,
248,112,T1 Help Understand T2,3,3,2,2,3,3,,
248,112,T1 Topic Coherence,3,3,3,2,3,3,,2
248,112,T2 Help Understand T1,1,2,1,1,2,1,,
248,112,T2 Topic Coherence,3,3,3,3,3,3,3,3
248,142,Similarity,,2,1,2,2,,,2
248,142,T1 Help Understand T2,,2,1,2,2,,,1
248,142,T1 Topic Coherence,3,3,3,3,3,3,1,2
248,142,T2 Help Understand T1,,1,1,1,1,,,3
248,142,T2 Topic Coherence,3,2,2,2,2,3,2,2
249,72,Similarity,,,,,,,,2
249,72,T1 Help Understand T2,,,,,,,,1
249,72,T1 Topic Coherence,,1,1,1,1,,1,2
249,72,T2 Help Understand T1,,,,,,,,2
249,72,T2 Topic Coherence,,2,2,2,,,2,3
250,149,Similarity,3,2,2,2,,2,3,2
250,149,T1 Help Understand T2,1,2,2,2,,1,3,1
250,149,T1 Topic Coherence,2,2,3,2,2,2,2,2
250,149,T2 Help Understand T1,1,2,1,2,,1,2,1
250,149,T2 Topic Coherence,2,2,3,3,1,2,3,2
250,202,Similarity,3,3,3,2,3,2,,3
250,202,T1 Help Understand T2,2,2,3,1,2,1,,1
250,202,T1 Topic Coherence,2,3,3,2,2,2,2,2
250,202,T2 Help Understand T1,1,3,1,1,2,2,,3
250,202,T2 Topic Coherence,3,3,3,3,3,3,1,3
251,46,Similarity,1,,,1,,,,2
251,46,T1 Help Understand T2,1,,,1,,,,1
251,46,T1 Topic Coherence,2,,1,2,1,1,1,2
251,46,T2 Help Understand T1,1,,,1,,,,2
251,46,T2 Topic Coherence,2,3,,2,1,1,1,2
252,77,Similarity,,3,3,2,3,2,1,2
252,77,T1 Help Understand T2,,3,3,3,3,3,1,3
252,77,T1 Topic Coherence,3,3,3,2,3,3,2,2
252,77,T2 Help Understand T1,1,1,1,1,1,1,1,1
252,77,T2 Topic Coherence,3,2,3,2,3,3,3,3
256,187,Similarity,,,,2,,,,2
256,187,T1 Help Understand T2,,,,,,,,1
256,187,T1 Topic Coherence,3,3,3,2,3,3,1,3
256,187,T2 Help Understand T1,,,,,,,,1
256,187,T2 Topic Coherence,,2,,2,,,2,2
256,266,Similarity,2,2,2,2,2,,2,
256,266,T1 Help Understand T2,2,1,1,1,1,,2,2
256,266,T1 Topic Coherence,3,3,2,3,3,3,2,3
256,266,T2 Help Understand T1,1,2,2,3,2,,3,3
256,266,T2 Topic Coherence,2,3,3,3,3,,3,2
260,2,Similarity,,,,,2,,1,2
260,2,T1 Help Understand T2,,,,,2,,1,2
260,2,T1 Topic Coherence,1,1,1,1,2,1,2,3
260,2,T2 Help Understand T1,,,,,1,,1,1
260,2,T2 Topic Coherence,3,3,3,3,3,3,3,3
260,25,Similarity,,,,,2,,1,2
260,25,T1 Help Understand T2,,,,,2,,1,2
260,25,T1 Topic Coherence,1,1,1,1,2,1,2,2
260,25,T2 Help Understand T1,,,,,1,,1,1
260,25,T2 Topic Coherence,3,3,3,3,3,3,3,2
260,47,Similarity,2,,,,1,,,2
260,47,T1 Help Understand T2,1,,,,,,,2
260,47,T1 Topic Coherence,2,1,1,1,2,1,1,3
260,47,T2 Help Understand T1,1,,,,,,,1
260,47,T2 Topic Coherence,3,1,1,2,2,3,2,2
260,153,Similarity,3,,,,2,3,,3
260,153,T1 Help Understand T2,3,,,,2,1,,3
260,153,T1 Topic Coherence,2,1,1,1,2,2,1,3
260,153,T2 Help Understand T1,3,,,,2,3,,2
260,153,T2 Topic Coherence,3,3,2,1,2,2,3,3
261,25,Similarity,3,3,3,2,,3,3,3
261,25,T1 Help Understand T2,1,3,2,2,,3,1,1
261,25,T1 Topic Coherence,3,3,3,3,2,2,3,2
261,25,T2 Help Understand T1,1,3,3,2,,2,3,3
261,25,T2 Topic Coherence,3,,3,3,3,3,3,2
262,69,Similarity,1,3,3,,2,3,3,3
262,69,T1 Help Understand T2,1,2,3,,2,3,3,1
262,69,T1 Topic Coherence,3,3,2,2,2,3,3,3
262,69,T2 Help Understand T1,1,3,1,,2,2,3,3
262,69,T2 Topic Coherence,3,3,2,,3,3,3,3
262,157,Similarity,3,2,2,2,,3,3,2
262,157,T1 Help Understand T2,2,2,2,2,,1,2,1
262,157,T1 Topic Coherence,3,3,3,3,3,3,2,3
262,157,T2 Help Understand T1,1,2,1,,,3,3,2
262,157,T2 Topic Coherence,2,2,2,2,,3,3,2
262,243,Similarity,,,1,,2,,,2
262,243,T1 Help Understand T2,,,1,,,,,1
262,243,T1 Topic Coherence,3,3,3,2,2,3,3,2
262,243,T2 Help Understand T1,,,1,,,,,2
262,243,T2 Topic Coherence,,2,3,2,3,3,2,2
262,258,Similarity,,,1,1,,3,1,2
262,258,T1 Help Understand T2,,,1,1,,,1,2
262,258,T1 Topic Coherence,3,3,3,3,2,3,3,3
262,258,T2 Help Understand T1,,,1,1,,,1,1
262,258,T2 Topic Coherence,,,2,2,,3,3,2
263,212,Similarity,,,,2,,,,2
263,212,T1 Help Understand T2,,,,2,,,,1
263,212,T1 Topic Coherence,,1,,2,2,,2,2
263,212,T2 Help Understand T1,,,,2,,,,2
263,212,T2 Topic Coherence,3,3,3,,3,3,1,2
263,266,Similarity,,,,2,,,,
263,266,T1 Help Understand T2,,,,1,,,,
263,266,T1 Topic Coherence,,,,3,1,,3,1
263,266,T2 Help Understand T1,,,,2,,,,
263,266,T2 Topic Coherence,3,3,2,3,3,3,2,2
263,287,Similarity,,,3,2,3,,2,
263,287,T1 Help Understand T2,,,2,2,2,,2,
263,287,T1 Topic Coherence,,,2,2,2,,2,1
263,287,T2 Help Understand T1,,,1,2,2,,1,
263,287,T2 Topic Coherence,3,3,3,2,3,3,2,
264,257,Similarity,3,3,1,2,3,3,,3
264,257,T1 Help Understand T2,2,1,1,1,2,1,,2
264,257,T1 Topic Coherence,3,3,2,2,3,2,1,3
264,257,T2 Help Understand T1,3,3,1,2,3,3,,2
264,257,T2 Topic Coherence,3,3,3,2,3,2,2,3
266,148,Similarity,3,,2,2,,3,,2
266,148,T1 Help Understand T2,,,2,2,,3,,2
266,148,T1 Topic Coherence,3,3,2,2,3,3,,2
266,148,T2 Help Understand T1,,,1,2,,1,,3
266,148,T2 Topic Coherence,3,2,2,2,3,2,,2
266,265,Similarity,,3,,1,,,2,2
266,265,T1 Help Understand T2,1,2,,1,,,2,1
266,265,T1 Topic Coherence,3,3,3,2,3,3,2,3
266,265,T2 Help Understand T1,1,2,,1,,,2,2
266,265,T2 Topic Coherence,3,3,,2,3,,3,2
271,5,Similarity,2,2,2,2,2,,,2
271,5,T1 Help Understand T2,1,3,1,1,1,,,2
271,5,T1 Topic Coherence,3,3,3,3,3,3,2,2
271,5,T2 Help Understand T1,1,2,2,2,1,,,1
271,5,T2 Topic Coherence,2,3,2,3,2,1,1,2
271,75,Similarity,2,2,2,1,2,2,2,2
271,75,T1 Help Understand T2,2,2,2,1,2,3,1,2
271,75,T1 Topic Coherence,3,3,3,3,3,3,3,2
271,75,T2 Help Understand T1,1,1,1,1,1,1,2,1
271,75,T2 Topic Coherence,3,3,3,2,3,3,3,2
271,82,Similarity,2,3,3,2,3,3,2,3
271,82,T1 Help Understand T2,2,3,3,2,3,3,3,3
271,82,T1 Topic Coherence,3,3,3,3,3,3,3,3
271,82,T2 Help Understand T1,1,1,1,1,3,1,1,1
271,82,T2 Topic Coherence,3,3,3,3,3,3,3,3
271,100,T1 Topic Coherence,3,3,3,3,3,3,3,2
271,100,T2 Topic Coherence,1,1,1,,1,1,1,1
271,123,Similarity,3,3,3,2,3,3,,1
271,123,T1 Help Understand T2,1,1,1,1,2,1,,
271,123,T1 Topic Coherence,3,3,3,3,3,3,2,3
271,123,T2 Help Understand T1,3,2,3,3,3,3,,
271,123,T2 Topic Coherence,3,3,3,3,3,3,3,2
271,130,Similarity,1,2,,,,,2,1
271,130,T1 Help Understand T2,1,3,,,,,1,
271,130,T1 Topic Coherence,3,3,3,3,3,3,3,2
271,130,T2 Help Understand T1,1,1,,1,,,2,
271,130,T2 Topic Coherence,2,2,,2,,1,2,2
271,241,Similarity,1,1,1,1,1,,1,2
271,241,T1 Help Understand T2,1,1,1,1,,,1,2
271,241,T1 Topic Coherence,3,3,3,3,3,3,3,3
271,241,T2 Help Understand T1,1,1,1,1,,,1,1
271,241,T2 Topic Coherence,2,3,2,3,2,1,2,2
273,93,Similarity,3,3,3,3,3,3,,3
273,93,T1 Help Understand T2,1,2,2,3,3,1,,3
273,93,T1 Topic Coherence,3,3,3,3,3,3,,3
273,93,T2 Help Understand T1,3,3,3,3,3,3,,2
273,93,T2 Topic Coherence,3,3,3,3,3,3,,3
275,167,Similarity,3,3,3,,,3,3,3
275,167,T1 Help Understand T2,3,3,2,,,3,3,3
275,167,T1 Topic Coherence,3,3,3,,1,3,3,3
275,167,T2 Help Understand T1,3,3,3,,,3,3,3
275,167,T2 Topic Coherence,3,3,3,2,3,3,3,3
275,253,Similarity,,,,,,,,
275,253,T1 Help Understand T2,,,,,,,,
275,253,T1 Topic Coherence,3,3,3,3,2,3,3,2
275,253,T2 Help Understand T1,,,,,,,,
275,253,T2 Topic Coherence,,,,,1,,3,1
279,93,Similarity,3,3,3,2,3,3,,3
279,93,T1 Help Understand T2,1,1,2,2,3,1,,3
279,93,T1 Topic Coherence,3,3,3,3,3,3,,3
279,93,T2 Help Understand T1,3,3,3,2,3,3,,3
279,93,T2 Topic Coherence,3,3,3,3,3,3,,2
281,25,Similarity,3,,3,3,3,3,,3
281,25,T1 Help Understand T2,1,,1,3,3,,,1
281,25,T1 Topic Coherence,3,1,3,3,3,3,1,2
281,25,T2 Help Understand T1,3,,3,2,3,,,3
281,25,T2 Topic Coherence,3,3,3,3,3,3,3,3
281,31,Similarity,3,,2,3,3,,2,2
281,31,T1 Help Understand T2,,,1,3,,,2,1
281,31,T1 Topic Coherence,3,,3,3,3,3,2,2
281,31,T2 Help Understand T1,,,2,2,,,2,2
281,31,T2 Topic Coherence,3,2,3,3,3,3,2,2
281,172,Similarity,3,,3,3,3,3,,2
281,172,T1 Help Understand T2,3,,3,3,3,2,,2
281,172,T1 Topic Coherence,3,,3,2,3,3,1,2
281,172,T2 Help Understand T1,3,,2,3,3,3,,1
281,172,T2 Topic Coherence,3,3,3,3,3,3,3,3
284,18,Similarity,1,3,3,,,,,2
284,18,T1 Help Understand T2,1,2,2,,,,,1
284,18,T1 Topic Coherence,2,3,3,,1,,3,3
284,18,T2 Help Understand T1,1,2,3,,,,,2
284,18,T2 Topic Coherence,3,3,3,,2,,3,3
285,287,Similarity,3,2,,2,3,2,3,2
285,287,T1 Help Understand T2,2,2,2,2,3,2,3,2
285,287,T1 Topic Coherence,2,3,2,2,3,3,2,3
285,287,T2 Help Understand T1,1,2,1,2,3,1,2,1
285,287,T2 Topic Coherence,3,3,3,2,3,2,2,2
286,86,Similarity,,,,,,2,,
286,86,T1 Help Understand T2,,,,,,2,,
286,86,T1 Topic Coherence,3,3,3,3,3,3,1,2
286,86,T2 Help Understand T1,,,,,,2,,
286,86,T2 Topic Coherence,,1,,,,2,2,1
287,32,Similarity,,2,,2,,,,2
287,32,T1 Help Understand T2,,,,2,,,,3
287,32,T1 Topic Coherence,3,2,3,2,3,3,2,3
287,32,T2 Help Understand T1,,,,2,,,,1
287,32,T2 Topic Coherence,,2,,2,,,1,3
287,186,Similarity,3,3,3,3,3,3,,2
287,186,T1 Help Understand T2,,2,1,1,3,3,,2
287,186,T1 Topic Coherence,3,2,3,3,3,3,2,3
287,186,T2 Help Understand T1,,2,3,3,3,2,,1
287,186,T2 Topic Coherence,3,2,3,3,3,3,1,3
290,2,Similarity,2,3,2,,2,2,,2
290,2,T1 Help Understand T2,2,3,2,,1,1,,2
290,2,T1 Topic Coherence,3,3,3,1,3,2,1,2
290,2,T2 Help Understand T1,1,1,1,,1,1,,1
290,2,T2 Topic Coherence,3,3,3,3,3,3,3,3
292,0,Similarity,1,,2,2,3,3,2,3
292,0,T1 Help Understand T2,1,3,2,2,3,3,3,1
292,0,T1 Topic Coherence,3,3,3,2,3,3,3,2
292,0,T2 Help Understand T1,1,1,2,1,2,1,1,3
292,0,T2 Topic Coherence,3,3,3,3,3,3,3,3
294,103,Similarity,1,,,,,,,2
294,103,T1 Help Understand T2,1,,,,,,,1
294,103,T1 Topic Coherence,3,1,3,1,2,3,1,3
294,103,T2 Help Understand T1,1,,,,,,,3
294,103,T2 Topic Coherence,3,1,1,2,1,,1,2
297,2,Similarity,,,,,1,,,2
297,2,T1 Help Understand T2,,,,,,,,2
297,2,T1 Topic Coherence,1,1,1,1,2,1,1,2
297,2,T2 Help Understand T1,,,,,,,,1
297,2,T2 Topic Coherence,3,3,3,3,3,3,3,3